Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Best Practice Rules,Clone Metric Rules,Code Style Rules,Cohesion Metric Rules,Complexity Metric Rules,Coupling Metric Rules,Design Rules,Documentation Metric Rules,Documentation Rules,Error Prone Rules,Inheritance Metric Rules,Multithreading Rules,Performance Rules,Security Rules,Size Metric Rules,isDefective
289,9,301,10,1,1,1,1,1,1,13,12,2,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,13,13,0,0,0,0,2,0,2,0,2,2,0,2,0,13,13,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,23,0,0,0,15,0,1,0,0,0,7,0,0,0,0,0,0,0,0
43,1,140,2,0,0,0,0,0,0,0,0,4,1,1,11,14,7,8,1,11,0.1,0.397727,35,32,1,9,0.397727,35,1,1,2,2,1,53,98,11,5,11,5,10,8,9,0,10,8,8,9,0,53,98,11,5,11,5,10,8,9,0,10,8,8,9,0,0,0,23,7,2,4,0,3,1,0,1,2,15,0,0,0,0,0,0,6,1
38,1,214,2,0.232877,1,6,3,0.169492,0.2,30,30,1,3,3,23,26,8,8,27,33,0,0.0318471,5,0,0,4,0.0318471,5,1,1,0,0,1,152,177,6,0,6,0,6,0,3,0,16,90,0,6,0,152,177,6,0,6,0,6,0,3,0,16,90,0,6,0,0,0,32,6,12,6,12,0,0,1,2,0,15,0,0,0,0,12,0,2,1
35,1,180,2,0,0,0,0,0,0,0,0,2,5,5,21,9,24,24,13,21,0.333333,0.203008,27,22,2,4,0.203008,27,1,1,4,9,1,106,146,8,4,4,1,8,0,5,1,16,49,0,12,1,106,146,8,4,4,1,8,0,5,1,16,49,0,12,1,0,0,14,2,2,2,0,0,1,2,0,0,11,0,0,0,0,2,0,0,1
46,1,310,2,0.482759,5,46,11,0.430189,0.538835,114,111,1,2,2,54,14,7,20,30,48,0.0526316,0.133891,32,32,1,18,0.133891,32,0,0,0,0,0,207,265,11,1,11,1,18,0,18,1,18,83,0,18,1,207,265,11,1,11,1,18,0,18,1,18,83,0,18,1,0,0,91,1,2,1,48,0,0,0,1,1,39,0,1,0,0,0,0,3,1
30,1,51,2,0,0,0,0,0,0,0,0,1,1,1,3,5,7,6,1,2,0.5,0.217391,5,3,1,1,0.217391,5,1,1,4,8,1,18,22,0,0,0,0,1,0,1,0,1,7,0,1,0,18,22,0,0,0,0,1,0,1,0,1,7,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
32,1,70,2,0.333333,1,3,1,0.307692,0.322581,12,10,1,1,1,5,7,1,0,4,5,0.5,0.135135,5,3,1,1,0.135135,5,3,3,0,0,2,32,39,1,0,1,0,1,1,1,0,2,16,1,1,0,32,39,1,0,1,0,1,1,1,0,2,16,1,1,0,0,0,21,0,0,0,11,0,0,0,0,0,5,0,0,1,0,0,0,4,1
30,1,78,2,0.446281,1,6,2,0.408163,0.439024,20,18,1,3,3,8,9,2,2,6,8,0.333333,0.0625,3,3,1,2,0.0625,3,3,3,0,0,2,45,49,1,0,1,0,2,0,2,0,3,17,0,2,0,45,49,1,0,1,0,2,0,2,0,3,17,0,2,0,0,0,20,1,0,1,12,0,0,0,0,0,7,0,0,1,0,0,0,0,1
30,1,50,2,0.851064,1,3,1,0.761905,0.823529,16,14,1,1,1,3,6,1,0,2,3,0.5,0.181818,4,3,1,1,0.181818,4,2,2,0,0,2,18,21,1,0,1,0,1,1,1,0,1,6,1,1,0,18,21,1,0,1,0,1,1,1,0,1,6,1,1,0,0,0,22,0,0,0,12,0,0,0,0,0,5,0,0,1,0,0,0,4,1
29,1,49,2,0.851064,1,3,1,0.761905,0.823529,16,14,1,1,1,3,6,1,0,2,3,0.5,0.181818,4,3,1,1,0.181818,4,2,2,0,0,2,18,21,1,0,1,0,1,1,1,0,1,6,1,1,0,18,21,1,0,1,0,1,1,1,0,1,6,1,1,0,0,0,22,0,0,0,12,0,0,0,0,0,5,0,0,1,0,0,0,4,1
23,1,40,2,0,0,0,0,0,0,0,0,1,2,2,3,6,4,4,2,3,0,0,0,0,0,1,0,0,2,2,4,4,2,18,18,0,0,0,0,1,0,0,0,2,8,0,1,0,18,18,0,0,0,0,1,0,0,0,2,8,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,1
30,1,50,2,0.851064,1,3,1,0.761905,0.823529,16,14,1,1,1,3,6,1,0,2,3,0.5,0.181818,4,3,1,1,0.181818,4,2,2,0,0,2,18,21,1,0,1,0,1,1,1,0,1,6,1,1,0,18,21,1,0,1,0,1,1,1,0,1,6,1,1,0,0,0,22,0,0,0,12,0,0,0,0,0,5,0,0,1,0,0,0,4,1
26,1,48,2,0,0,0,0,0,0,0,0,1,1,1,3,7,1,0,4,5,0,0.047619,1,0,0,2,0.047619,1,3,3,0,0,2,20,23,1,0,1,0,1,1,1,0,2,8,1,1,0,20,23,1,0,1,0,1,1,1,0,2,8,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,4,1
31,1,150,2,0.610063,3,20,6,0.458333,0.509804,55,52,1,2,2,23,8,1,0,5,7,0.5,0.103448,12,3,1,1,0.103448,12,3,3,0,0,2,104,120,1,0,1,0,2,1,1,0,3,62,1,1,0,104,120,1,0,1,0,2,1,1,0,3,62,1,1,0,0,0,27,0,0,0,12,0,0,1,0,0,7,0,0,1,0,0,0,6,1
34,1,89,2,0,0,0,0,0,0,0,0,1,1,1,9,5,3,3,7,14,0.125,0.153846,8,3,1,7,0.153846,8,2,2,0,0,1,44,56,9,4,1,0,7,0,7,1,22,13,0,18,1,44,56,9,4,1,0,7,0,7,1,22,13,0,18,1,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1
31,1,74,2,0,0,0,0,0,0,0,0,1,1,1,7,4,3,4,6,11,0.166667,0.097561,4,3,1,5,0.097561,4,2,2,0,0,1,37,44,9,4,1,0,5,0,5,1,20,12,0,16,1,37,44,9,4,1,0,5,0,5,1,20,12,0,16,1,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1
38,1,75,2,0,0,0,0,0,0,0,0,1,1,1,5,5,3,4,8,12,0.4,0.268293,11,11,2,3,0.268293,11,3,3,0,0,1,30,38,16,8,1,0,4,0,4,0,32,11,0,26,2,30,38,16,8,1,0,4,0,4,0,32,11,0,26,2,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1
38,1,75,2,0,0,0,0,0,0,0,0,1,0,0,4,5,3,4,8,12,0.4,0.282051,11,9,2,3,0.282051,11,3,3,0,0,1,28,38,16,8,1,0,4,0,4,0,32,11,0,26,2,28,38,16,8,1,0,4,0,4,0,32,11,0,26,2,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1
32,1,162,2,0,0,0,0,0,0,0,0,1,2,2,20,10,12,21,12,25,0,0,0,0,0,12,0,0,2,2,5,5,1,112,131,15,8,7,4,13,0,11,2,28,47,0,22,2,112,131,15,8,7,4,13,0,11,2,28,47,0,22,2,0,0,30,0,6,0,0,0,0,0,0,0,29,0,0,0,0,6,0,1,1
34,1,63,2,0,0,0,0,0,0,0,0,1,0,0,4,6,3,4,7,11,0.4,0.233333,7,7,2,3,0.233333,7,3,3,0,0,1,23,30,15,8,0,0,4,0,4,0,32,7,0,26,2,23,30,15,8,0,0,4,0,4,0,32,7,0,26,2,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
38,1,75,2,0,0,0,0,0,0,0,0,1,1,1,5,5,3,4,8,12,0.4,0.268293,11,11,2,3,0.268293,11,3,3,0,0,1,30,38,16,8,1,0,4,0,4,0,32,11,0,26,2,30,38,16,8,1,0,4,0,4,0,32,11,0,26,2,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1
37,1,74,2,0,0,0,0,0,0,0,0,1,0,0,4,5,3,4,8,12,0.4,0.282051,11,9,2,3,0.282051,11,3,3,0,0,1,28,38,16,8,1,0,4,0,4,0,32,11,0,26,2,28,38,16,8,1,0,4,0,4,0,32,11,0,26,2,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1
32,1,69,2,0,0,0,0,0,0,0,0,1,1,1,6,4,3,4,5,10,0.166667,0.138889,5,3,1,5,0.138889,5,2,2,0,0,1,31,38,9,4,1,0,5,0,5,1,20,8,0,16,1,31,38,9,4,1,0,5,0,5,1,20,8,0,16,1,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1
27,1,135,2,0,0,0,0,0,0,0,0,1,2,2,12,2,15,12,1,9,0,0.0441176,3,3,0,9,0.0631579,6,0,0,0,0,0,65,82,5,2,5,2,8,3,8,1,8,23,3,8,1,89,109,17,3,17,3,9,14,9,1,9,24,14,9,1,0,0,35,1,8,2,0,1,0,0,0,0,24,0,0,0,0,6,0,11,1
32,1,57,2,0.676923,1,2,1,0.5,0.545455,13,12,1,1,1,3,1,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,24,26,1,0,1,0,2,0,2,0,2,5,0,2,0,24,26,1,0,1,0,2,0,2,0,2,5,0,2,0,0,0,18,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,1
32,1,57,2,0,0,0,0,0,0,0,0,1,2,2,4,8,0,0,5,7,0,0,0,0,0,2,0,0,0,0,0,0,0,23,26,0,1,0,1,2,0,1,0,2,9,0,1,0,23,26,0,1,0,1,2,0,1,0,2,9,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
35,1,112,2,0,0,0,0,0,0,0,0,0,2,2,9,2,1,1,1,8,0,0.0289855,2,0,0,8,0.0289855,2,0,0,0,0,0,67,78,6,6,6,6,7,0,7,0,7,21,0,7,0,67,78,6,6,6,6,7,0,7,0,7,21,0,7,0,0,0,19,0,4,0,0,0,0,0,0,1,17,0,0,0,0,3,0,2,0
28,1,62,2,0,0,0,0,0,0,0,0,0,1,1,4,5,5,5,6,9,0,0,0,0,0,4,0,0,2,2,0,0,1,29,35,13,5,2,2,3,0,3,0,11,10,8,10,0,29,35,13,5,2,2,3,0,3,0,11,10,8,10,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,1
31,1,85,2,0,0,0,0,0,0,0,0,0,0,0,7,1,2,3,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,48,55,6,6,6,6,7,0,7,0,7,12,0,7,0,48,55,6,6,6,6,7,0,7,0,7,12,0,7,0,0,0,19,0,1,0,0,0,0,0,0,1,17,0,0,0,0,0,0,2,0
27,1,42,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0.142857,2,0,0,3,0.142857,2,0,0,0,0,0,12,16,1,0,1,0,2,1,2,0,2,0,1,2,0,12,16,1,0,1,0,2,1,2,0,2,0,1,2,0,0,0,12,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0
37,1,102,2,0.871429,3,9,3,0.742424,0.781818,49,43,3,2,2,10,10,1,0,9,13,0.25,0.0666667,4,3,1,3,0.0666667,4,1,1,0,0,1,56,66,0,1,0,1,4,0,3,0,4,26,0,3,0,56,66,0,1,0,1,4,0,3,0,4,26,0,3,0,0,0,36,0,0,0,24,0,1,0,0,0,11,0,0,0,0,0,0,0,1
31,1,72,2,0,0,0,0,0,0,0,0,0,1,1,6,4,3,3,1,6,0.166667,0.0769231,3,3,1,5,0.0769231,3,1,1,1,1,1,36,42,3,3,3,3,5,0,5,0,5,10,0,5,0,36,42,3,3,3,3,5,0,5,0,5,10,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1
47,5,73,6,0,0,0,0,0,0,0,0,1,0,0,4,2,5,5,0,4,0,0,0,0,0,4,0,0,1,1,0,0,1,23,27,2,2,2,2,4,0,3,0,4,5,0,3,0,23,27,2,2,2,2,4,0,3,0,4,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1
24,1,35,2,0,0,0,0,0,0,0,0,2,0,0,2,0,12,0,0,2,0,0,0,0,0,3,0,0,0,0,12,12,0,11,12,0,0,0,0,2,0,2,0,2,0,0,2,0,11,12,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,9,2,2,0,0,2,1,0,0,0,7,2,0,1,0,0,0,0,0
30,1,49,2,0,0,0,0,0,0,0,0,2,1,1,4,1,1,0,0,2,0.333333,0.217391,5,5,1,2,0.217391,5,1,1,0,0,1,18,20,1,0,1,0,2,1,2,0,4,4,1,4,0,18,20,1,0,1,0,2,1,2,0,4,4,1,4,0,0,2,12,0,0,2,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0
28,1,43,2,0,0,0,0,0,0,0,0,2,0,0,2,2,3,0,1,3,0,0,0,0,0,3,0,0,1,1,0,0,1,14,16,1,0,1,0,2,1,2,0,4,2,1,4,0,14,16,1,0,1,0,2,1,2,0,4,2,1,4,0,0,0,12,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0
26,1,41,2,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,2,0,0,0,0,0,3,0,0,1,1,0,0,1,14,16,1,0,1,0,2,1,2,0,4,2,1,4,0,14,16,1,0,1,0,2,1,2,0,4,2,1,4,0,0,0,12,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0
28,1,62,2,0.828125,2,5,2,0.828571,0.90625,29,29,2,1,1,5,1,1,0,0,2,0.333333,0.0833333,3,3,1,2,0.0833333,3,1,1,0,0,1,33,35,1,0,1,0,2,1,2,0,4,9,1,4,0,33,35,1,0,1,0,2,1,2,0,4,9,1,4,0,0,0,30,0,0,0,18,0,1,0,0,0,7,0,0,0,0,0,0,4,0
28,1,52,2,0,0,0,0,0,0,0,0,2,1,1,4,1,1,0,0,2,0.333333,0.153846,4,3,1,2,0.153846,4,1,1,0,0,1,22,25,1,0,1,0,2,1,2,0,4,6,1,4,0,22,25,1,0,1,0,2,1,2,0,4,6,1,4,0,0,0,12,0,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,4,0
28,1,62,2,0.828125,2,5,2,0.828571,0.90625,29,29,2,1,1,5,1,1,0,0,2,0.333333,0.0833333,3,3,1,2,0.0833333,3,1,1,0,0,1,33,35,1,0,1,0,2,1,2,0,4,9,1,4,0,33,35,1,0,1,0,2,1,2,0,4,9,1,4,0,0,0,30,0,0,0,18,0,1,0,0,0,7,0,0,0,0,0,0,4,0
27,1,66,2,0,0,0,0,0,0,0,0,2,2,2,6,1,1,0,0,2,0.333333,0.0731707,3,3,1,2,0.0731707,3,1,1,0,0,1,38,40,1,0,1,0,2,1,2,0,4,12,1,4,0,38,40,1,0,1,0,2,1,2,0,4,12,1,4,0,0,0,12,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0
28,1,45,2,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,16,18,0,0,0,0,3,0,3,0,3,1,0,3,0,16,18,0,0,0,0,3,0,3,0,3,1,0,3,0,0,0,10,0,2,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,0
28,1,63,2,0.828125,2,5,2,0.833333,0.90625,30,29,2,1,1,5,1,4,1,0,2,0.333333,0.0833333,3,3,1,2,0.0833333,3,1,1,0,0,1,33,36,1,0,1,0,2,1,2,0,4,9,1,4,0,33,36,1,0,1,0,2,1,2,0,4,9,1,4,0,0,0,30,0,0,0,18,0,1,0,0,0,7,0,0,0,0,0,0,4,0
27,1,61,2,0.828125,2,5,2,0.828571,0.90625,29,29,2,1,1,5,1,2,0,0,2,0.333333,0.0833333,3,3,1,2,0.0833333,3,1,1,0,0,1,33,35,1,0,1,0,2,1,2,0,4,9,1,4,0,33,35,1,0,1,0,2,1,2,0,4,9,1,4,0,0,0,30,0,0,0,18,0,1,0,0,0,7,0,0,0,0,0,0,4,0
29,1,61,2,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,1,3,0,0,0,0,0,3,0,0,1,1,0,0,1,13,15,0,0,0,0,2,0,2,0,4,2,0,4,0,29,33,1,1,1,1,4,0,4,0,6,7,0,6,0,0,0,15,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0
30,1,76,2,0.77821,1,1,1,0.595745,0.638889,28,23,0,0,0,1,16,4,1,1,2,0,0.119048,5,0,0,2,0.119048,5,2,2,0,0,1,37,47,5,6,1,0,1,1,1,0,17,30,1,10,0,37,47,5,6,1,0,1,1,1,0,17,30,1,10,0,0,0,22,0,0,0,12,0,0,0,1,0,5,0,0,0,0,0,0,4,1
28,1,45,2,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,16,18,0,0,0,0,3,0,3,0,3,1,0,3,0,16,18,0,0,0,0,3,0,3,0,3,1,0,3,0,0,0,10,0,2,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,0
28,1,62,2,0.828125,2,5,2,0.828571,0.90625,29,29,2,1,1,5,1,1,0,0,2,0.333333,0.0833333,3,3,1,2,0.0833333,3,1,1,0,0,1,33,35,1,0,1,0,2,1,2,0,4,9,1,4,0,33,35,1,0,1,0,2,1,2,0,4,9,1,4,0,0,0,30,0,0,0,18,0,1,0,0,0,7,0,0,0,0,0,0,4,0
28,1,43,2,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,2,0.333333,0.176471,3,3,1,2,0.176471,3,1,1,0,0,1,14,16,1,0,1,0,2,1,2,0,4,2,1,4,0,14,16,1,0,1,0,2,1,2,0,4,2,1,4,0,0,0,12,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0
37,1,122,2,0.365079,2,4,2,0.325581,0.337838,28,25,6,2,2,12,3,2,0,1,8,0.142857,0.0506329,4,3,1,6,0.0506329,4,0,0,0,0,0,75,86,0,1,0,1,7,0,6,0,7,32,0,6,0,75,86,0,1,0,1,7,0,6,0,7,32,0,6,0,0,0,36,0,2,0,18,0,1,0,0,0,17,2,0,0,0,0,0,0,0
32,1,62,2,0.557692,1,2,1,0.387097,0.444444,12,12,4,1,1,5,0,6,0,0,4,0.2,0.0967742,3,3,1,4,0.0967742,3,0,0,0,0,0,28,31,0,0,0,0,4,0,4,0,4,4,0,4,0,28,31,0,0,0,0,4,0,4,0,4,4,0,4,0,0,0,23,0,3,0,11,0,1,0,0,0,11,2,1,0,0,0,0,0,1
32,1,62,2,0.557692,1,2,1,0.387097,0.444444,12,12,4,1,1,5,0,0,0,0,4,0.2,0.0967742,3,3,1,4,0.0967742,3,0,0,0,0,0,28,31,0,0,0,0,4,0,4,0,4,4,0,4,0,28,31,0,0,0,0,4,0,4,0,4,4,0,4,0,0,0,23,0,3,0,11,0,1,0,0,0,11,2,1,0,0,0,0,0,1
28,1,37,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,1,0,1,3,0,1,0,10,10,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31,1,54,2,0,0,0,0,0,0,0,0,1,0,0,3,6,0,0,4,7,0,0,0,0,0,2,0,0,0,0,0,0,0,21,24,0,0,0,0,3,0,1,0,3,8,0,1,0,21,24,0,0,0,0,3,0,1,0,3,8,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
32,1,63,2,0.483333,1,2,1,0.375,0.428571,12,12,4,1,1,5,0,1,0,0,4,0.2,0.09375,3,3,1,4,0.09375,3,0,0,0,0,0,29,32,0,0,0,0,4,0,4,0,4,5,0,4,0,29,32,0,0,0,0,4,0,4,0,4,5,0,4,0,0,0,23,1,2,1,11,0,1,0,0,0,11,1,1,0,0,0,0,0,1
30,1,65,2,0,0,0,0,0,0,0,0,6,0,0,6,0,1,0,0,6,0.142857,0.0882353,3,3,1,6,0.0882353,3,0,0,0,0,0,31,36,0,0,0,0,6,0,6,0,6,4,0,6,0,31,36,0,0,0,0,6,0,6,0,6,4,0,6,0,0,0,16,0,2,0,0,0,1,0,0,0,15,2,0,0,0,0,0,0,1
40,5,66,6,0,0,0,0,0,0,0,0,1,0,0,4,2,2,2,0,4,0,0,0,0,0,4,0,0,1,1,0,0,1,23,27,2,2,2,2,4,0,3,0,4,5,0,3,0,23,27,2,2,2,2,4,0,3,0,4,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1
24,1,35,2,0,0,0,0,0,0,0,0,2,0,0,2,0,13,0,0,2,0,0,0,0,0,3,0,0,0,0,13,13,0,11,12,0,0,0,0,2,0,2,0,2,0,0,2,0,11,12,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,9,2,2,0,0,2,1,0,0,0,7,2,0,1,0,0,0,0,0
27,1,38,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0.5,0.2,3,3,1,1,0.2,3,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
27,1,46,2,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,3,0,0.111111,2,0,0,4,0.111111,2,0,0,0,0,0,16,20,0,0,0,0,3,0,3,0,3,1,0,3,0,16,20,0,0,0,0,3,0,3,0,3,1,0,3,0,0,0,10,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0
27,1,46,2,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,3,0,0.111111,2,0,0,4,0.111111,2,0,0,0,0,0,16,20,0,0,0,0,3,0,3,0,3,1,0,3,0,16,20,0,0,0,0,3,0,3,0,3,1,0,3,0,0,0,10,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0
27,1,38,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0.5,0.2,3,3,1,1,0.2,3,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
27,1,38,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0.5,0.2,3,3,1,1,0.2,3,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
26,1,33,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,3,1,0,3,0,8,8,0,0,0,0,1,0,1,0,3,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
30,1,37,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,3,1,0,3,0,8,8,0,0,0,0,1,0,1,0,3,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24,1,31,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,3,1,0,3,0,8,8,0,0,0,0,1,0,1,0,3,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
27,1,35,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,9,9,0,0,0,0,1,0,1,0,3,2,0,3,0,9,9,0,0,0,0,1,0,1,0,3,2,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
27,1,38,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0.5,0.2,3,3,1,1,0.2,3,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31,1,71,2,0,0,0,0,0,0,0,0,4,0,0,6,0,1,1,0,6,0.142857,0.0789474,3,3,1,6,0.0789474,3,0,0,0,0,0,35,41,2,0,2,0,6,0,6,0,6,7,0,6,0,35,41,2,0,2,0,6,0,6,0,6,7,0,6,0,0,0,16,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0
26,1,37,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0.5,0.2,3,3,1,1,0.2,3,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
27,1,38,2,0,0,0,0,0,0,0,0,1,1,1,2,1,3,0,0,1,0.5,0.2,3,3,1,1,0.2,3,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
27,1,38,2,0,0,0,0,0,0,0,0,1,1,1,2,1,2,0,0,1,0.5,0.2,3,3,1,1,0.2,3,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
26,1,62,2,0.961538,1,1,1,0.756757,0.793103,28,23,0,0,0,1,13,2,0,1,2,0,0.0909091,3,0,0,2,0.0909091,3,2,2,0,0,1,30,37,5,6,1,0,1,1,1,0,17,23,1,10,0,30,37,5,6,1,0,1,1,1,0,17,23,1,10,0,0,0,22,0,0,0,12,0,0,0,1,0,5,0,0,0,0,0,0,4,1
27,1,38,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0.5,0.2,3,3,1,1,0.2,3,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,12,12,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
27,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.5,0.272727,3,3,1,1,0.272727,3,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,3,1,0,3,0,8,8,0,0,0,0,1,0,1,0,3,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
